n,Ordenado,,method,exit,Time (microseconds)
294,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,317
295,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,202
296,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,202
297,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,393
298,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,346
299,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,196
300,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,200
301,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,191
302,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,194
303,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,332
304,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,380
305,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,352
306,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,332
307,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,368
308,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,360
309,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,272
310,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,349
311,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,293
312,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,402
313,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,218
314,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,379
315,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,344
316,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,337
317,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,346
318,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,361
319,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,365
320,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,222
321,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,844
322,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,224
323,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,224
324,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,342
325,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,281
326,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,223
327,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,226
328,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,421
329,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,237
330,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,403
331,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,426
332,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,386
333,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,590
334,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,414
335,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,227
336,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,366
337,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,371
338,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,378
339,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,372
340,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,482
341,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,455
342,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,326
343,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,498
344,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,457
345,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,418
346,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,332
347,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,401
348,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,258
349,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,576
350,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,310
351,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,272
352,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,290
353,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,282
354,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,327
355,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,412
356,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,534
357,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,471
358,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,355
359,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,527
360,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,272
361,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,267
362,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,334
363,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,283
364,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,282
365,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,339
366,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,309
367,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,353
368,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,287
369,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,408
370,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,480
371,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,689
372,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,644
373,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,282
374,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,287
375,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,296
376,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,293
377,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,306
378,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,476
379,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,304
380,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,360
381,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,332
382,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,368
383,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,305
384,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,318
385,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,321
386,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,377
387,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,514
388,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,333
389,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,307
390,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,297
391,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,595
392,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,555
393,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,352
394,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,464
395,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,426
396,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,354
397,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,449
398,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,330
399,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,319
400,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,533
401,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,439
402,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,329
403,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,337
404,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,329
405,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,409
406,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,476
407,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,394
408,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,516
409,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,430
410,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,398
411,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,347
412,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,410
413,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,737
414,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,425
415,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,524
416,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,401
417,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,665
418,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,434
419,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,473
420,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,428
421,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,371
422,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,498
423,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,445
424,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,468
425,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,581
426,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,588
427,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,660
428,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,754
429,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,579
430,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,449
431,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,412
432,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,561
433,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,433
434,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,645
435,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,447
436,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,559
437,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,541
438,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,460
439,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,444
440,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,797
441,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,732
442,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,496
443,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,651
444,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,551
445,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,412
446,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,682
447,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,623
448,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,716
449,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,671
450,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,611
451,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,698
452,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,551
453,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,422
454,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,505
455,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,489
456,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,417
457,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,535
458,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,629
459,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,673
460,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,420
461,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,471
462,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,442
463,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,439
464,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,428
465,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,430
466,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,424
467,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,443
468,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,504
469,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,462
470,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,442
471,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,530
472,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,463
473,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,443
474,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,865
475,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,681
476,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,447
477,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,451
478,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,501
479,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,464
480,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,518
481,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,848
482,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,526
483,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,459
484,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,520
485,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,480
486,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,486
487,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,471
488,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,488
489,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,482
490,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,471
491,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,541
492,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,985
493,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,632
494,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,631
495,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,830
496,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,497
497,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,537
498,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,491
499,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,500
500,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,576
501,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,501
502,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,879
503,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,730
504,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,766
505,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,839
506,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,938
507,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,562
508,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,543
509,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,535
510,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,518
511,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,535
512,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,510
513,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,574
514,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,523
515,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,521
516,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,523
517,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,574
518,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,535
519,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,524
520,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,541
521,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,588
522,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,552
523,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,560
524,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,588
525,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,539
526,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,600
527,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,559
528,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,590
529,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,562
530,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,745
531,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,738
532,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,959
533,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,1029
534,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,655
535,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,651
536,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,580
537,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,613
538,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,571
539,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,592
540,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,578
541,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,613
542,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,693
543,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,735
544,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,584
545,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,624
546,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,598
547,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,641
548,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,644
549,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,668
550,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,661
551,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,673
552,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,715
553,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,589
554,QuickSort,VERDADERO,QuickSort.sort(java.lang.Comparable[ ], int),VERDADERO,751
